Number,Title
4816,deconstructing gaugino mediation
4817,non-perturbative singularity structure gluon quark propagator
4818,depth breadth john bell physic
4819,relativistic effect two-body current 2hveceeprimepn using out-of-plane detection
4820,flow
4821,comment kaluza-klein spectrum gauge field bigravity model
4822,boundary cft construction d-branes vacuum string field theory
4823,gauge invariance tachyon condensation open string field theory
4824,conformal dynamic 0-branes
4825,localized gravity string theory
4826,split string field theory
4827,half-strings projector multiple d-branes vacuum string field theory
4828,randall-sundrum model regularized adscft correspondence
4829,identity string field tachyon vacuum
4830,supergravity duals gauge field theory su2 gauged supergravity five dimension
4831,static property chiral model su3 group structure
4832,selectron study e-e- ee- collider
4833,observability earth-skimming ultra-high energy neutrino
4834,minimal cfl-nuclear interface
4835,effective lagrangian strongly coupled domain wall fermion
4836,photon decay schwarzschild horizon
4837,mott-hubbard transition infinite dimension
4838,low-density spin susceptibility effective mass mobile electron inversion layer
4839,finite energy sum rule potential scattering
4840,quantum adiabatic evolution algorithm applied random instance np-complete problem
4841,many gene needed discriminant microarray data analysis
4842,extended gari-krumpelmann model fit nucleon electromagnetic form factor
4843,phase structure d-brane gauge theory toric duality
4844,massive aharonov-bohm fermion anmitcylinder
4845,eleven-dimensional origin polarized d0-branes
4846,dynamical behavior spatially inhomogeneous relativistic quantum field theory hartree approximation
4847,opening crystalline color superconductivity window
4848,su2 vortex configuration laplacian center gauge
4849,bose-einstein condensate large number vortex
4850,metal-insulator transition role upper habbard band
4851,crust rotating strange quark star
4852,example difference quantum classical random walk
4853,integrable supersymmetric fluid mechanic superstring
4854,hagedorn transition vortex branes lesson confining string
4855,field-theoretical interpretation holographic renormalization group
4856,aspect gauge theory commutative noncommutative torus
4857,testing uniqueness open bosonic string field theory vacuum
4858,pre-big bang m-theory
4859,open string field theory without open string
4860,supergravity duals gauge theory gauged supergravity six dimension
4861,collaborating david gross descendant chiral anomaly
4862,quantum energy interface
4863,low-scale quantum gravity double nucleon decay
4864,sitter space m-theory
4865,classical solution string field theory around tachyon vacuum
4866,string junction non-simply connected gauge group
4867,physical irrelevance ambiguity lorentz cpt violation qed
4868,spin structure nucleon theoretical overview
4869,scale supersymmetry breaking free parameter
4870,supersymmetry anomalous anomalous magnetic moment muon
4871,extra family higgs spectrum oblique correction
4872,deeply inelastic scattering nucleus rhic
4873,direct distance nearby galaxy using detached eclipsing binary cepheids variable central part m33
4874,oka principle holomorphic submersion spray
4875,extending holomorphic section complex subvarieties
4876,non-abelian born-infeld action order
4877,bulk gauge field bigravity model
4878,d-branes constant electro-magnetic background
4879,polarization unstable d0-branes non-commutative odd sphere
4880,spin progress prospect
4881,future summary
4882,theoretical overview motivation lepton flavor violation
4883,diagrammatic approach crystalline color superconductivity
4884,metal-insulator transition pf6 doped polypyrrole interchain charge transfer versus electronic correlation
4885,eternal inflation
4886,finding clique quantum adiabatic evolution
4887,string field theory around tachyon vacuum
4888,bestiary higher dimensional taub-nut-ads spacetimes
4889,radion stabilization brane matter
4890,stepwise projection toward brane setup generic orbifold singularity
4891,adscft infinite momentum frame
4892,covariant determination mass scale warped background
4893,solving nucleon spin puzzle based chiral quark soliton model
4894,dark matter implication linear collider
4895,enforced electrical neutrality color-flavor locked phase
4896,spin dependent fragmentation function heavy flavor baryon single heavy hyperon polarization
4897,cold trapped atom mesoscopic system
4898,fractional electron liquid helium
4899,dephasing metal-insulator transition
4900,direct project catalog stellar object nearby galaxy central part m33
4901,position-space description cosmic microwave background temperature correlation function
4902,descendant chiral anomaly
4903,john bell observation chiral anomaly property descendant
4904,gauge field fermion tachyon effective field theory
4905,aad model point particle pauli equation
4906,discrete torsion covering group quiver diagram
4907,note weyl transformation two-dimensional dilaton gravity
4908,chiral string compactifications intersecting branes
4909,focus point supersymmetry proton decay flavor violation higgs boson mass
4910,condensed matter physic qcd
4911,center symmetry spontaneous breakdown high temperature
4912,intersecting brane world
4913,single spin asymmetry semi-inclusive electroproduction access transversity
4914,moment structure function full qcd
4915,frw cosmological solution m-theory
4916,absence slater transition two-dimensional hubbard model
4917,radio observation supernova remnant candidate g3125-30
4918,description vorticity grassmann variable extension supersymmetry
4919,particle field theorist lecture supersymmetric non-abelian fluid mechanic d-branes
4920,quark-meson coupling model nucleon
4921,effective field theory power counting finite density
4922,quark nuclear medium
4923,dynamical study delta excitation nee reaction
4924,stability vacuum two-dimensional gauge theory
4925,canonical quantum frw cosmological solution m-theory
4926,trimming tachyon string field su11
4927,discrete torsion non-abelian orbifolds schur multiplier
4928,quark-hadron duality electron scattering
4929,current fragmentation semiinclusive leptoproduction
4930,lambda lambda-bar polarization measurement distribution fragmentation function
4931,wide angle compton scattering
4932,calculation fragmentation function two-hadron semi-inclusive process
4933,correction higgs mass supersymmetry
4934,strongly distorted baryon wave-functions hyperon beta-decay spin lambda nucleon
4935,four-quark operator hadron
4936,slater transition pyrochlore cd2os2o7
4937,quark-meson coupling model nucleon
4938,effective tachyon dynamic superstring theory
4939,anatomy two holographic renormalization group flow
4940,observation finite group wzw modular invariant
4941,constraint ads5 embeddings
4942,dynamical localization gravity
4943,introduction supersymmetric spin network
4944,color superconductivity compact star
4945,excited state contribution heavy baryon fragmentation function quark-diquark model
4946,phase qcd heavy ion collision compact star
4947,perturbative renormalization moment quark momentum helicity transversity distribution overlap wilson fermion
4948,analysis cold-collision frequency shift hydrogen condensate experiment
4949,rapidly rotating strange star
4950,one hundred year quantum physic
4951,field theory model tachyon gauge field string dynamic
4952,solvable toy model tachyon condensation string field theory
4953,marginal deformation superstring field theory
4954,codimension two lump solution string field theory tachyonic theory
4955,mass generation tachyon condensation vector field d-branes
4956,crystalline color superconductivity
4957,theory nucleon spin
4958,metal-insulator transition homogeneously doped germanium
4959,numerical study performance quantum adiabatic evolution algorithm satisfiability
4960,fractional integer charge levinsons theorem
4961,d-particle polarization multipole moment higher-dimensional branes
4962,large marginal deformation string field theory
4963,orientifold plane type wilson line non-bps d-branes
4964,observable contribution new exotic quark quark mixing
4965,effective description quark mixing
4966,approximate ginsparg-wilson fermion first test
4967,instanton meron physic lattice qcd
4968,hadron structure lattice qcd exploring gluon wave functional
4969,meron pair fermion zero mode
4970,renormalisation off-shell improvement lattice perturbation theory
4971,rotating compact strange star
4972,clebsch string parameterization 3-vectors action
4973,tachyon potential star product universality
4974,radial excitation low-lying baryon structure penta-quark
4975,low-energy limit theory two supersymmetry
4976,thermalization quantum field time-reversal invariant evolution equation
4977,mean-field theory learning dynamic static
4978,atom loss formation molecular bose-einstein condensate feshbach resonance
4979,d-branes mirror symmetry
4980,constraint brane-localized gravity
4981,dual expansion super yang-mills theory via iib superstring theory
4982,anti-instantons atiyah-hitchin manifold
4983,d-branes tachyon lump string field theory
4984,flavour stability chiral vacuum scalar meson dynamic
4985,non-perturbative renormalization flow quantum field theory statistical physic
4986,hyperon beta-decay axial charge lambda view strongly distorted baryon wave-functions
4987,traversing qcd phase transition quenching equilibrium slowing equilibrium bubbling equilibrium
4988,perturbative renormalization first two moment non-singlet quark distribution overlap fermion
4989,aharonov-bohm spectral feature coherence length carbon nanotube
4990,x-ray astronomy ccds calibration advanced ccd imaging spectrometer observation rotation-powered pulsar
4991,ecolab perspective bedau evolutionary statistic
4992,phase residual gauge symmetry higgs model
4993,d2-branes field
4994,mirror symmetry o3-planes
4995,chern-simons reduction non-abelian fluid mechanic
4996,supersymmetric fluid mechanic
4997,tachyon condensation non-bps d-brane
4998,collision-induced decay metastable baby skyrmions
4999,applicability weak-coupling result high density qcd
5000,hadron structure function within chiral quark model
5001,nucleon strangeness response strangeness-sensitive probe class hadron model
5002,numerical analysis fractional charge solution torus
5003,critical velocity cylindrical bose-einstein condensate
5004,strange star linear approximation eos maximum qpo frequency
5005,mass moderately rotating strange star themitbag model lmxbs
5006,quark-hadron phase transition young old neutron star
5007,near-extremal correlators vanishing supergravity coupling adscft
5008,heavy fermion stabilization soliton dimension
5009,anyon spin exotic central extension planar galilei group
5010,d-brane gauge theory toric singularity toric duality
5011,so10 unification color superconductivity chiral symmetry breaking
5012,color superconductivity dense quark matter
5013,quark-gluon plasma contain stable hadronic bubble
5014,vacuum structure modifiedmitbag
5015,measuring aspect ratio renormalization anisotropic-lattice gluon
5016,localization-induced griffith phase disordered anderson lattice
5017,quark substructure isobar effect deuteron form-factors
5018,level truncation tachyon open bosonic string field theory
5019,tachyon condensation superstring field theory
5020,duality weyl symmetry 7-brane configuration
5021,thick domain wall singular space
5022,matrix model m-theory
5023,orbital angular momentum parton distribution light-front dynamic
5024,new approximate solution ginsparg-wilson equation test 2-d
5025,computing large small stable model
5026,super-radiant light scattering trapped bose einstein condensate
5027,innermost stable circular orbit around strange star khz qpos low-mass x-ray binary
5028,inflationary model connection particle physic
5029,inflation eternal inflation
5030,quantum computation adiabatic evolution
5031,d-brane effective field theory string field theory
5032,t-duality non-commutative gauge theory
5033,effective field theory
5034,color spin flavor-dependent force quantum chromodynamics
5035,insight scalar meson lattice calculation
5036,off-diagonal disorder anderson model localization
5037,quark phase neutron star third family compact star signature phase transition
5038,bag model nucleus
5039,heavy fermion create soliton dimensional example
5040,non-renormalization next-to-extremal correlators sym adscft correspondence
5041,tachyon condensation string field theory
5042,slowing equilibrium near qcd critical point
5043,quantum kinetic theory vii influence vapor dynamic condensate growth
5044,giant peak noise metal-insulator transition low-tc cmr manganite evidence percolation threshold
5045,j11480455 identification gravitational lens group galaxy
5046,x-ray spectroscopic study smc x-1sk 160 system
5047,twenty-five year progress three-nucleon problem
5048,energy feedback system themitbates linear accelerator
5049,fluid dynamical profile constant motion d-branes
5050,rg-improved three-loop effective potential massive theory
5051,propagator massive symmetric tensor p-forms adsd1
5052,remark finitude quiver theory
5053,monopoles string theory
5054,creation evolution magnetic helicity
5055,good quantum field theory infinity
5056,-parameter supersymmetry
5057,superheavy supersymmetry scalar mass--a parameter fixed point
5058,mass formula thermodynamic treatment mass-density-dependent model strange quark matter
5059,wigner clock detectability spacetime foam gravitational-wave interferometer
5060,photoemission spectral weight transfer mass renormalization fermi-liquid system la1-xsrxtio3y2
5061,potts model duality uniformization seiberg-witten modulus
5062,perturbative effective field theory finite density
5063,tachyonic mode type ns5-branes
5064,calabi-yau mirror symmetry gauge theory duality
5065,effective energy approach collectively quantized system
5066,casimir energy massivemitfermions bohm-aharonov background
5067,del pezzo surface affine 7-brane background
5068,multiple dp-branes weak background field
5069,hadron structure function chiral quark model
5070,higgs sector anomaly-mediated supersymmetry breaking scenario
5071,review speculative disaster scenario rhic
5072,magnetic field within color superconducting neutron star core
5073,metal-insulator transition isotopically enriched neutron-transmutation-doped 70gega magnetic field
5074,equivalence principle higher dimensional moebius group hidden antisymmetric tensor quantum mechanic
5075,modeling fifth dimension scalar gravity
5076,z-d brane box model non-chiral dihedral quiver
5077,high-density qcd effect strangeness
5078,center vortex instantons confinement
5079,meron-cluster simulation quantum spin ladder magnetic field
5080,bose-einstein condensation atomic hydrogen
5081,lecture dynamical yang-baxter equation
5082,extremal correlators adscft correspondence
5083,shape gravity
5084,branes supersymmetry breaking three dimensional gauge theory
5085,three-dimensional gorenstein singularity su3 modular invariant
5086,mapping qcd phase diagram
5087,gapless color superconductivity
5088,phase diagram three-dimensional anderson model localization random hopping
5089,instability bose-einstein condensate attractive interaction
5090,transport property near anderson transition
5091,bose condensate double-well trap ground state elementary excitation
5092,impact magnetic frustration mott transition within slave-boson mean-field theory
5093,kohomologie von periodenbereichen ueber endlichen koerpern
5094,heterotic little string theory holography
5095,superstring theory ads2 coset supermanifold
5096,casimir energy separable potential
5097,stable non-bps state theory
5098,skyrme model baryon
5099,orbital angular momentum parton distribution quark model
5100,quantum interference quasicrystals
5101,fast rotation strange star
5102,continuous distribution d3-branes gauged supergravity
5103,alternative compactification
5104,time brane box model
5105,mirror symmetry qed three dimension
5106,wino cold dark matter anomaly-mediated susy breaking
5107,heavy threshold slepton mass term anomaly mediated supersymmetry breaking
5108,meron-cluster simulation chiral phase transition staggered fermion
5109,superscaling inclusive electron scattering nucleus
5110,relativistic effect electromagnetic nuclear response quasi-elastic delta region
5111,monograph classification discrete subgroup su4
5112,topological soliton vacuumless system
5113,absorption dilaton partial wave d3-branes
5114,radiatively-induced lorentz cpt violating chern-simons term qed
5115,renormalization group improvement effective potential massive theory
5116,finite-density qcd large
5117,hadron structure function chiral quark model regularization scaling sum rule
5118,large mass hierarchy small extra dimension
5119,detection gravitational wave ligo
5120,using collective intelligence route internet traffic
5121,theory superradiant scattering laser light bose-einstein condensate
5122,entropy-driven pumping across zeolite biological channel
5123,multiple d0-branes weakly curved background
5124,theory t-duality adscft correspondence
5125,lorentz cpt violating chern-simons term formulation functional integral
5126,renormalization group flow holography--supersymmetry c-theorem
5127,discovering supersymmetry tevatron wino lsp scenario
5128,meta-percolation metal-insulator transition two dimension
5129,thermoelectric transport property disordered system near anderson transition
5130,transition temperature uniform imperfect bose gas
5131,direct distance nearby galaxy using detached eclipsing binary cepheids variable field m31f
5132,nuclear bag model nuclear magnetic moment
5133,soliton formation nambu-jona-lasinio model
5134,effect dirac negative energy sea quantum number
5135,issue orientifolds brane construction gauge theory so2n global symmetry
5136,graviton exchange complete 4-point function adscft correspondence
5137,mirror symmetry brane configuration branes singularity
5138,radiative correction finite undetermined
5139,find qcd critical point
5140,unlocking color flavor superconducting strange quark matter
5141,day-night energy dependence msw solar neutrino maximal mixing
5142,event-by-event fluctuation heavy ion collision qcd critical point
5143,chi2 production polarized collision rhic measuring testing color octet model
5144,spectrum diffuse cosmic hard x-ray measured heao-1
5145,five-branes seven-branes five-dimensional field theory
5146,killing spinors supersymmetry ad
5147,marginal deformation branes
5148,fluid dynamical profile constant motion d-branes
5149,qcd extreme condition wilsonian exact renormalization group
5150,nucleon structure function chiral soliton model
5151,parton distribution octet decuplet baryon
5152,nucleon structure function three flavor njl soliton model
5153,confinement deconfined phase numerical study cluster algorithm
5154,coulomb gap doped semiconductor near metal-insulator transition tunneling experiment scaling ansatz
5155,meron-cluster solution fermion sign problem
5156,direct distance nearby galaxy using detached eclipsing binary cepheids variable field m31d
5157,invariant quantum algorithm insertion ordered list
5158,many function distinguished quantum query
5159,dirac particle twisted tube
5160,new superconformal field theory supergravity description
5161,fermionic one-loop correction soliton energy dimension
5162,radiatively induced lorentz cpt violation electrodynamics
5163,quark model analysis orbital angular momentum
5164,fixpoint 3-valued semantics autoepistemic logic
5165,scaling limit one-dimensional xxz heisenberg chain easy axis anisotropy
5166,direct distance nearby galaxy using detached eclipsing binary cepheids iii variable field m31c
5167,limit speed quantum computation insertion ordered list
5168,supergravity current linearized interaction matrix theory configuration fermionic background
5169,uncovering infinite symmetry 7-branes kac-moody algebra beyond
5170,lorentz cpt violating chern-simons term derivative expansion qed
5171,uncovering symmetry 7-branes beyond kodaira classification
5172,superconductivity long-range color magnetic interaction high-density quark matter
5173,chiral symmetry nucleon spin structure function
5174,rkky interaction mott transition
5175,spin-orbit final state interaction framework glauber theory eep reaction
5176,final-state interaction eep reaction polarized nucleus
5177,general scalar exchange adsd1
5178,non-abelian finite gauge theory
5179,galileo invariant system motion relativistic d-branes
5180,domain defect system two real scalar field
5181,quark nuclear matter linear chiral meson model
5182,chiral phase transition high baryon density nonperturbative flow equation
5183,one theorist perspective four era electron-proton scattering
5184,chern-simons violation lorentz pct symmetry electrodynamics
5185,loop representation 2-d wilson lattice fermion scalar background field
5186,theory ferromagnetic metal paramagnetic insulator transition r1-xaxmno3
5187,effect magnetic field disorder electronic property carbon nanotube
5188,energy level statistic metal-insulator transition anderson model localization anisotropic hopping
5189,formula hopping expansion 8-vertex model coupled external field
5190,low temperature behavior thermopower disordered system near anderson transition
5191,new high-redshift radio galaxy themit-green bank catalog
5192,blast excited baryon
5193,example poincare symmetry central charge
5194,world supersymmetry breaking
5195,bag model link closed gluonic chain
5196,proton spin chiral bag model casimir contribution cheshire cat principle
5197,strange quark matter dynamically generated quark mass
5198,modular quantum cosmology
5199,topological twistons crystalline polyethylene
5200,channel coupling avecee vecnb reaction
5201,superscaling inclusive electron-nucleus scattering
5202,relativistic current density bound spin-orbit partner longitudinal-transverse response eep process
5203,effective dynamic line
5204,gauge boson exchange adsd1
5205,dynamical poincare symmetry realized field-dependent diffeomorphisms
5206,affine lie algebra string junction 7-branes
5207,chiral symmetry nucleon spin structure function
5208,new possibility qcd finite density
5209,heavy quark potential instanton liquid model
5210,study order phase transition pure gauge theory villain action
5211,common knowledge revisited
5212,phase diagram validity one-parameter scaling near two-dimensional metal-insulator transition
5213,effect hyperon dynamical deconfinement transition cold neutron star matter
5214,energy central charge bps bound dimensional supersymmetric soliton
5215,dimensionally reduced chern-simons term soliton
5216,nonperturbative test parentorbifold correspondence supersymmetric gauge theory
5217,comment 4-point function cftads correspondence
5218,qcd tricritical point beyond monotony heavy ion physic
5219,observables unpolarized polarized virtual compton scattering
5220,new quantum monte carlo study quantum critical phenomenon trotter-number-dependent finite-size scaling non-equilibrium relaxation
5221,two interacting particle metal-insulator transition
5222,electromagnetic process three-nucleon system
5223,swiss-cheese operad
5224,fast lane confinement
5225,complete wetting gluon gluinos
5226,conformal symmetry three point function gravitational axial anomaly
5227,self-intersection number bps junction background three seven-branes
5228,schroedinger representation cpn model large
5229,field theory test correlators adscft correspondence
5230,probing nucleon transversity via two-meson production polarized nucleon-nucleon collision
5231,violating lepton asymmetry decay implication supersymmetric flavor model
5232,qcd high baryon density temperature competing condensate tricritical point
5233,instanton-induced portion nucleon strangeness
5234,three-flavor qcd high density color flavor locking chiral symmetry breaking
5235,free energy bubble droplet quark-hadron phase transition
5236,black hole entropy exclusion statistic
5237,fate bose-einstein condensate attractive interaction
5238,turbulent decay passive scalar batchelor limit exact result quantum-mechanical approach
5239,relativistic effect electromagnetic meson-exchange current one-particle emission reaction
5240,putting edge poisson bracket
5241,hidden conformal symmetry massive scalar field 2-dimensional anti-de sitter space
5242,statistical entropy three-dimensional kerr-de sitter space
5243,brane box bending beta function
5244,technique one-loop calculation constrained differential renormalization
5245,surface tension finite tempearture themitbag model
5246,signature tricritical point qcd
5247,kolmogorov-sinai entropy-rate physical entropy
5248,fluctuation cosmic microwave background
5249,exact kink soliton presence diffusion dispersion polynomial nonlinearity
5250,deconfinement quark meson coupling model
5251,axial vector coupling constant chiral colour dielectric model
5252,constraint bps spectrum theory a-d-e flavor symmetry
5253,symplectic reduction symmetry algebra boundary chern-simons theory
5254,unambiguous one-loop quantum energy dimensional bosonic field configuration
5255,complete wetting supersymmetric qcd qcd string end domain wall
5256,equivalent string network uniqueness bps state
5257,heterotic t-duality renormalization group
5258,absorption partial wave three-branes
5259,21-dimensional qed anomalous surface-term contribution superconductivity
5260,non-equilibrium dynamic thermal plasma gravitational field
5261,calculation class three-loop vacuum diagram two different mass value
5262,critical region finite temperature chiral transition
5263,perturbative thermodynamics lattice qcd chiral-invariant four-fermion interaction
5264,full capacitance-matrix effect driven josephson-junction array
5265,finite temperature perturbation theory spatially inhomogeneous bose-condensed gas
5266,travelling wave solution nonlinear diffusive dispersive medium
5267,inclusive quasielastic scattering polarized electron polarized nucleus
5268,string junction arbitrary lie algebra representation
5269,correlation function cftdadsd1 correpondence
5270,color-flavor locking chiral symmetry breaking high density qcd
5271,explicit model quark mass matrix
5272,quark gluon orbital angular momentum spin hard process
5273,color superconductivity chiral symmetry restoration nonzero baryon density temperature
5274,understanding hadron structure using lattice qcd
5275,temperature-dependent frequency shift collective excitation bose-einstein condensate
5276,casimir effect thermodynamic instability
5277,new gauge invariant formulation chern-simons gauge theory
5278,charged particle curved background
5279,large gauge theory anti-de sitter bag model
5280,nonlinear realization dynamical poincare symmetry field-dependent diffeomorphism
5281,hawking radiation four-dimensional schwarzschild black hole m-theory
5282,magnetohydrodynamics early universe evolution primordial magnetic field
5283,qcd finite baryon density chiral symmetry restoration color superconductivity
5284,large-scale evolution extinction hierarchically structured environment
5285,chiral solution generalized burger burgers-huxley equation
5286,chiral soliton generalized korteweg-de vries equation
5287,limit speed quantum computation determining parity
5288,finite quantum fluctuation static field configuration
5289,astrophysical aspect quark-gluon plasma
5290,color superconductivity sign formation
5291,spin observables coincidence electron scattering nucleus reduced response function
5292,open string string junction transition
5293,11-dimensional sun static source representation
5294,coulomb branch yang-mills theory schroedinger representation
5295,coulomb branch supersymmetric product group theory branes
5296,dynamic knotted string attached d-branes
5297,extension statistical bootstrap model include strangeness
5298,green function quantum cluster algorithm
5299,result high-sensitivity search cosmic axions
5300,medium effect structure neutron star effective mass bag model
5301,in-medium kaon antikaon property quark-meson coupling model
5302,reducing chern-simons term symmetry
5303,boundary condition mobility edge
5304,direct distance nearby galaxy using detached eclipsing binary cepheids variable field m31a
5305,quantum mechanical square root speedup structured search problem
5306,almost parity structure connection vielbeins geometry
5307,relativistic effect electromagnetic current gev energy
5308,picture dependence ramond-ramond cohomology
5309,note interaction compactified d-branes
5310,positivity constraint anomaly supersymmetric gauge theory
5311,boost schwarzschild black hole absorption cross-sections theory
5312,supersymmetry inflation
5313,qcd finite baryon density nucleon droplet color superconductivity
5314,double scattering contribution b1xq2 deuteron
5315,qcd abacus new formulation lattice gauge theory
5316,generic automatic proof tool
5317,probabilistic parsing using left corner language model
5318,signal quark substructure hadron reaction intermediate energy
5319,schwinger term weyl-invariant diffeomorphism-invariant 2-d scalar field theory
5320,static colored su2 source 11-dimensions analytic solution electric representation
5321,decay width scattering process massive qed2
5322,consistent covariant commutator anomaly chiral schwinger model
5323,interference fragmentation function valence quark spin distribution nucleon
5324,transversity measured
5325,two component theory neutrino flavor mixing
5326,chiral symmetry breaking lattice study strongly coupled lattice schwinger model
5327,absence localization certain field effect transistor
5328,damping low-energy excitation trapped bose condensate finite temperature
5329,nucleon sigma term in-medium quark condensate modified quark-meson coupling model
5330,themitbag model nuclear medium eqmc qhd description
5331,path towards manifest background independence
5332,quantum field theory physicist abandoned
5333,vacuum-bounded state entropy black hole evaporation
5334,geometrising closed string field theory action
5335,evolution ward-takahashi relation used
5336,chiral soliton dimensional reduction chern-simons gauged non-linear schrdinger model fqhe classical quantum aspect
5337,exceptional group open string
5338,interference fragmentation function nucleon transversity
5339,microphysics gauge vortex baryogenesis
5340,evidence instanton effect hadron study low eigenfunctions dirac operator
5341,insight hadron structure lattice qcd
5342,d-theory field theory via dimensional reduction discrete variable
5343,message-passing protocol real-world parsing object-oriented model preliminary evaluation
5344,searching large scale structure deep radio survey
5345,cross-correlation 2-10 kev xrb radio source constraining large-scale structure x-ray background
5346,duality renormalization group
5347,gauge condition
5348,minimal area nonorientable string diagram
5349,nonperturbative formula central function supersymmetric gauge theory
5350,conductance fluctuation near two-dimensional metal-insulator transition
5351,metal-insulator transition low-mobility two-dimensional electron system
5352,abelian non-abelian induced parity breaking term finite temperature
5353,interaction non-parallel d1-branes
5354,casimir energy themitbag model
5355,tensor construction open string theory vector bundle d-branes orientifold group
5356,composite intermediary mediator model gauge-mediated supersymmetry breaking
5357,chiral transition monopole percolation lattice scalar qed quenched fermion
5358,comment electric field scaling metal-insulator transition two dimension
5359,lyapunov instability finite size effect system long-range force
5360,quantum computation decision tree
5361,linear quantum dynamic theory coherent output bose-einstain condensation
5362,emission rate correspondence principle information paradox
5363,string vertex inner derivation
5364,supersymmetric partner oblique correction
5365,new mechanism gauge-mediated supersymmetry breaking
5366,model dynamical supersymmetry breaking
5367,quark model analysis transversity distribution
5368,oriented open-closed string theory revisited
5369,induced parity breaking term finite temperature
5370,virasoro algebra sigma model
5371,two-loop beta function without feynman diagram
5372,tensor construction open string theory foundation
5373,non-yang-mills gauge theory
5374,multiquark state qcd sum rule
5375,quark state near threshold unstable h-dibaryon
5376,new qcd sum rule nucleon tensor charge
5377,fastus cascaded finite-state transducer extracting information natural-language text
5378,orthogonal transfer ccd
5379,supersymmetric dilatation presence dilaton
5380,t-duality two-loop renormalization flow
5381,absorption angular momentum black hole d-branes
5382,consistency quantum background independence
5383,qcd quantum link model
5384,stable knotted string
5385,supersymmetric product group theory coulomb phase
5386,massive schwinger model within mass perturbation theory
5387,dipole moment rho meson
5388,unity supersymmetry breaking model
5389,perfect lattice topology quantum rotor test case
5390,opticalnear-ir color broad absorption line quasar including candidate radio-loud bal quasar 15563517
5391,seeking even-parity mass term 3-d gauge theory
5392,dynamical supersymmetry breaking
5393,investigation anomalous axial qed
5394,bag model prediction nucleon chiral-odd twist-3 distribution hlxq2 high
5395,direct distance nearby galaxy using detached eclipsing binary cepheids variable field m31b
5396,wavefunctional two heavy color source yang-mills theory
5397,run-away solution relativistic spin quantum electrodynamics
5398,supersymmetric cosmic string
5399,comment nonperturbative effect bto
5400,much nucleon spin carried glue
5401,nonlocal condensate qcd
5402,quark confinement c-periodic cylinder temperature
5403,competition fitness landscape
5404,comment collective excitation bose-einstein condensate magnetic trap
5405,using suzie arcminute-scale cmb anisotropy data probe open flat-cdm cosmogony
5406,self-dual susy gauge theory
5407,two-dimensional model random planar lattice strong coupling
5408,source driven solution quantum field theory
5409,scattering process massive schwinger model
5410,chirality reliability baryon qcd sum rule
5411,analog analogue digital quantum computation
5412,molecular exotic dibaryons hadron
5413,confinement susy gauge theory model building tool
5414,generalized partition function interpolating statistic
5415,theta vacuum boundary condition schwinger dyson equation
5416,non-minimal coupling two dimensional gravity quantum investigation
5417,signature pseudo-goldstone boson technicolor theory gim mechanism
5418,new mechanism gauge-mediated supersymmetry breaking
5419,weak hyperon production scattering
5420,semi-analytical approach local electroweak baryogenesis
5421,perfect lattice action staggered fermion
5422,solution quantal gravity-matter field theory line
5423,nonlinear dynamic bose condensed gas
5424,correlation function radio source
5425,detectability strange matter heavy ion experiment
5426,density dependence themitbag parameter field theory hadron
5427,nonrelativistic chiral soliton one dimension
5428,kosterlitz--thouless phase transition discretized random surface
5429,conformal symmetry chiral anomaly
5430,quantum effect winding configuration su2-higgs theory
5431,string-inspired gravity coupled yang-mills field
5432,supersymmetric higgs particle pseudo-goldstone boson
5433,new result dibaryon quark cluster model
5434,coulomb higher-order sum rule relativistic fermi gas
5435,experimental status parity violating electron scattering
5436,large chiral transition plaquette
5437,systematic approach confinement supersymmetric gauge theory
5438,magnetic monopole loop yang-mills instanton
5439,entropy localized state black hole evaporation
5440,calculation higher twist distribution function themitbag model
5441,rpa-approach excitation nucleon part phenomenology
5442,quark state near threshold
5443,elimination vacuum instability finite nucleus relativistic model
5444,feynman diagram effective action
5445,comment partition function anyon gas
5446,calogero-sutherland particle quasisemions
5447,non-bps excitation d-branes black hole
5448,universailty low energy absorption cross-sections black hole
5449,application pade approximants determination alphasmz2 hadronic event shape observables ee- annihilation
5450,flavor oscillation field theory
5451,defence tunneling wave function universe
5452,single-electron trap quantitative comparison theory experiment
5453,constraint beta function duality
5454,variational thomas-fermi theory nonuniform bose condensate zero temperature
5455,dimensional crossover metal-insulator transition quasi-two-dimensional disordered conductor
5456,bose condensate external potential thomas-fermi approach
5457,change ofmitbag constant nuclear medium implication emc effect
5458,holomorphic anomaly nonrenormalization theorem
5459,dilatation revisited
5460,universality operator product expansion scft4
5461,color singlet strangelets
5462,instanton distribution quenched full qcd
5463,cobe-dmr-normalized open cdm cosmogony
5464,scattering soliton derivative nonlinear schrdinger model
5465,exact result duality sp2n susy gauge theory antisymmetric tensor
5466,interaction involving d-branes
5467,functional schroedinger brst quantization 11--dimensional gravity
5468,supersymmetry breaking confining dual theory gauge dynamic
5469,vacuum instability low-energy supersymmetry breaking model
5470,qcd sum rule calculation tensor charge nucleon
5471,representation complex probability
5472,beyond word n-grams
5473,inclusive versus exclusive process relativistic nuclear system
5474,recovering relativistic nuclear phenomenology quark-meson coupling model
5475,comparing decay rate black hole d-branes
5476,building string field theory around non-conformal background
5477,anyons chiral soliton line
5478,exact physical black hole state generic 2-d dilaton gravity
5479,effective dilaton potential linearized gravity
