ID,Title,Authors,Abstract,Journal_Conference_Name,Publisher,Year,DOI,Group_Name
5992,"Special functions, KZ type equations and Representation theory",Alexander Varchenko,"This paper is a set of lecture notes of my course ""Special functions, KZ type equations, and representation theory"" given at MIT during the spring semester of 2002.   The notes do not contain new results, and are an exposition (mostly without proofs) of various published results in this area, illustrated by the simplest nontrivial examples. Some references are given at the end of each lecture, but their list is not complete; the reader is referred to the original articles for proofs and for complete references.",N/A,arXiv,2002,N/A,math.QA
5993,Analytic expressions for mean magnification by a quadrupole gravitational lens,"Tehani K. Finch, Lisa P. Carlivati, Joshua N. Winn, Paul L. Schechter","We derive an analytic expression for the mean magnification due to strong gravitational lensing, using a simple lens model, a singular isothermal sphere embedded in an external shear field. We compute separate expressions for 2-image and 4-image lensing. For 4-image lensing, the mean magnification takes a particularly simple form: <mu>_4 = 3.6/(gamma*(1-gamma^2)), where gamma is the external shear. We compare our analytic results to a numerical evaluation of the full magnification distribution. The results can be used to understand the magnification bias that favors the discovery of four-image systems over two-image systems in flux-limited lens surveys.",Astrophys.J. 577 (2002) 51-56,arXiv,2002,10.1086/342163,astro-ph
5994,"Chandra Evidence for a Flattened, Triaxial Dark Matter Halo in the Elliptical Galaxy NGC 720","David A. Buote, Tesla E. Jeltema, Claude R. Canizares, Gordon P. Garmire","(Abridged) We present an analysis of a Chandra ACIS-S observation of the elliptical galaxy NGC 720 to verify the existence of a dark matter (DM) halo and to measure its ellipticity. The ACIS-S3 image reveals over 60 point sources. For semi-major axes a<~150"" (18.2h_{70}^{-1} kpc) the ellipticity of the diffuse emission is ex ~0.15, which is less than the values 0.2-0.3 obtained from ROSAT because the point sources contaminated the ROSAT values. The Chandra data confirm the ~20 deg position angle (PA) twist discovered by ROSAT, but the Chandra twist is more gradual also because of the point sources contaminating the ROSAT values. Overall the ex and PA values for a<~150"" can be explained by the triaxial model of NGC 720 published by Romanowsky & Kochanek. Since the optical image displays no substantial isophote twisting, the X-ray PA twist requires a massive DM halo if the hot gas is in hydrostatic equilibrium. The mass-follows-light hypothesis is also inconsistent with the Chandra ellipticities at the 96% (98%) level for oblate (prolate) symmetry. Thus, both the PA twist and the ellipticities of the Chandra image imply a DM halo independent of the gas T profile -- evidence that cannot be obviated by alternative gravity theories such as MOND. The DM density model, rho ~a^{-2}, provides the best fit and gives ellipticities of 0.37 +/- 0.03 (0.36 +/- 0.02) for oblate (prolate) models. These moderate ellipticities for the DM halo are inconsistent with both the nearly spherical halos predicted if the DM is self-interacting and with the highly flattened halos predicted if the DM is cold molecular gas. These ellipticities may also be too large to be explained by warm DM, but are consistent with galaxy-sized halos formed in the Lambda-CDM paradigm.",Astrophys.J. 577 (2002) 183-196,arXiv,2002,10.1086/342158,astro-ph
5995,A branching law for subgroups fixed by an involution and a noncompact analogue of the Borel-Weil theorem,Bertram Kostant,We give a branching law for subgroups fixed by an involution. As an application we give a generalization of the Cartan-Helgason theorem and a noncompact analogue of the Borel-Weil theorem.,N/A,arXiv,2002,N/A,math.RT
5996,Two-dimensional dS/CFT correspondence,"M. Cadoni, P. Carta, M. Cavaglia', S. Mignemi","We investigate de Sitter/conformal field theory (dS/CFT) correspondence in two dimensions. We define the conserved mass of de Sitter spacetime and formulate the correspondence along the lines of anti-de Sitter/conformal field theory duality. Asymptotic symmetry group, mass, and central charge of de Sitter spacetime are equal to those of anti-de Sitter spacetime. The entropy of two-dimensional de Sitter spacetime is evaluated by applying Cardy formula. We calculate the boundary correlators induced by the propagation of the dilaton in two-dimensional de Sitter space. Although the dilaton is a tachyonic perturbation in the bulk, boundary conformal correlators have positive dimension.",Phys.Rev. D66 (2002) 065008,arXiv,2002,10.1103/PhysRevD.66.065008,hep-th
5997,Color-Neutral Superconducting Quark Matter,"Andrew W. Steiner, Sanjay Reddy, Madappa Prakash","We investigate the consequences of enforcing local color neutrality on the color superconducting phases of quark matter by utilizing the Nambu-Jona-Lasinio model supplemented by diquark and the t'Hooft six-fermion interactions. In neutrino free matter at zero temperature, color neutrality guarantees that the number densities of u, d, and s quarks in the Color-Flavor-Locked (CFL) phase will be equal even with physical current quark masses. Electric charge neutrality follows as a consequence and without the presence of electrons. In contrast, electric charge neutrality in the less symmetric 2-flavor superconducting (2SC) phase with ud pairing requires more electrons than the normal quark phase. The free energy density cost of enforcing color and electric charge neutrality in the CFL phase is lower than that in the 2SC phase, which favors the formation of the CFL phase. With increasing temperature and neutrino content, an unlocking transition occurs from the CFL phase to the 2SC phase with the order of the transition depending on the temperature, the quark and lepton number chemical potentials. The astrophysical implications of this rich structure in the phase diagram, including estimates of the effects from Goldstone bosons in the CFL phase, are discussed.",Phys.Rev. D66 (2002) 094007,arXiv,2002,10.1103/PhysRevD.66.094007,hep-ph
5998,The QCD phase diagram for small densities from imaginary chemical potential,"Ph. de Forcrand, O. Philipsen","We present results on the QCD phase diagram for mu_B <= pi T. Our simulations are performed with an imaginary chemical potential mu_I for which the fermion determinant is positive. On an 8^3 x 4 lattice with 2 flavors of staggered quarks, we map out the phase diagram and identify the pseudo-critical temperature T_c(mu_I). For mu_I/T <= pi/3, this is an analytic function, whose Taylor expansion is found to converge rapidly, with truncation errors far smaller than statistical ones. The truncated series may then be continued to real mu, yielding the corresponding phase diagram for mu_B <~ 500 MeV. This approach provides control over systematics and avoids reweighting. We compare it with other recent work.",Nucl.Phys. B642 (2002) 290-306,arXiv,2002,10.1016/S0550-3213(02)00626-0,hep-lat
5999,A New Era in High-energy Physics,"Eun-Joo Ahn, Marco Cavaglia","In TeV-scale gravity, scattering of particles with center-of-mass energy of the order of a few TeV can lead to the creation of nonperturbative, extended, higher-dimensional gravitational objects: Branes. Neutral or charged, spinning or spinless, Einsteinian or supersymmetric, low-energy branes could dramatically change our picture of high-energy physics. Will we create branes in future particle colliders, observe them from ultra high energy cosmic rays, and discover them to be dark matter?",Gen.Rel.Grav. 34 (2002) 2037-2042,arXiv,2002,10.1023/A:1021123131985,hep-ph
6000,Symmetries of Toric Duality,"Bo Feng, Sebastian Franco, Amihay Hanany, Yang-Hui He","This paper serves to elucidate the nature of toric duality dubbed in hep-th/0003085 in the construction for world volume theories of D-branes probing arbitrary toric singularities. This duality will be seen to be due to certain permutation symmetries of multiplicities in the gauged linear sigma model fields. To this symmetry we shall refer as ``multiplicity symmetry.'' We present beautiful combinatorial properties of these multiplicities and rederive all known cases of torically dual theories under this new light. We also initiate an understanding of why such multiplicity symmetry naturally leads to monodromy and Seiberg duality. Furthermore we discuss certain ``flavor'' and ``node'' symmetries of the quiver and superpotential and how they are intimately related to the isometry of the background geometry, as well as how in certain cases complicated superpotentials can be derived by observations of the symmetries alone.",JHEP 0212 (2002) 076,arXiv,2002,10.1088/1126-6708/2002/12/076,hep-th
6001,PP-wave string interactions from perturbative Yang-Mills theory,"Neil R. Constable, Daniel Z. Freedman, Matthew Headrick, Shiraz Minwalla, Lubos Motl, Alexander Postnikov, Witold Skiba","Recently, Berenstein et al. have proposed a duality between a sector of N=4 super-Yang-Mills theory with large R-charge J, and string theory in a pp-wave background. In the limit considered, the effective 't Hooft coupling has been argued to be lambda'=g_{YM}^2 N/J^2=1/(mu p^+ alpha')^2. We study Yang-Mills theory at small lambda' (large mu) with a view to reproducing string interactions. We demonstrate that the effective genus counting parameter of the Yang-Mills theory is g_2^2=J^4/N^2=(4 pi g_s)^2 (mu p^+ alpha')^4, the effective two-dimensional Newton constant for strings propagating on the pp-wave background. We identify g_2 sqrt{lambda'} as the effective coupling between a wide class of excited string states on the pp-wave background. We compute the anomalous dimensions of BMN operators at first order in g_2^2 and lambda' and interpret our result as the genus one mass renormalization of the corresponding string state. We postulate a relation between the three-string vertex function and the gauge theory three-point function and compare our proposal to string field theory. We utilize this proposal, together with quantum mechanical perturbation theory, to recompute the genus one energy shift of string states, and find precise agreement with our earlier computation.","JHEP 0207:017,2002",arXiv,2002,10.1088/1126-6708/2002/07/017,hep-th
6002,Gerbes and Duality,"M. I. Caicedo, I. Martin, A. Restuccia","We describe a global approach to the study of duality transformations between antisymmetric fields with transitions and argue that the natural geometrical setting for the approach is that of gerbes, these objects are mathematical constructions generalizing U(1) bundles and are similarly classified by quantized charges. We address the duality maps in terms of the potentials rather than on their field strengths and show the quantum equivalence between dual theories which in turn allows a rigorous proof of a generalized Dirac quantization condition on the couplings. Our approach needs the introduction of an auxiliary form satisfying a global constraint which in the case of 1-form potentials coincides with the quantization of the magnetic flux. We apply our global approach to refine the proof of the duality equivalence between d=11 supermembrane and d=10 IIA Dirichlet supermembrane.",Annals Phys. 300 (2002) 32-53,arXiv,2002,10.1006/aphy.2002.6283,hep-th
6003,Dilaton Gravity in Two Dimensions,"D. Grumiller, W. Kummer, D. V. Vassilevich","The study of general two dimensional models of gravity allows to tackle basic questions of quantum gravity, bypassing important technical complications which make the treatment in higher dimensions difficult. As the physically important examples of spherically symmetric Black Holes, together with string inspired models, belong to this class, valuable knowledge can also be gained for these systems in the quantum case. In the last decade new insights regarding the exact quantization of the geometric part of such theories have been obtained. They allow a systematic quantum field theoretical treatment, also in interactions with matter, without explicit introduction of a specific classical background geometry. The present review tries to assemble these results in a coherent manner, putting them at the same time into the perspective of the quite large literature on this subject.","Phys.Rept.369:327-430,2002",arXiv,2002,10.1016/S0370-1573(02)00267-3,hep-th
6004,The Amplitude Evolution and Harmonic Content of Millisecond Oscillations in Thermonuclear X-ray Bursts,"Michael P. Muno, Feryal Ozel, Deepto Chakrabarty","We present a comprehensive observational and theoretical analysis of the amplitudes and profiles of oscillations that occur during thermonuclear X-ray bursts from weakly-magnetized neutron stars in low mass X-ray binaries. Our sample contains 59 oscillations from six sources observed with the Rossi X-ray Timing Explorer. The oscillations that we examined occurred primarily during the decaying portions of bursts, and lasted for several seconds each. We find that the oscillations are as large as 15% during the declines of the bursts, and they appear and disappear due to intrinsic variations in their fractional amplitudes. However, the maxima in the amplitudes are not related to the underlying flux in the burst. We derive folded profiles for each oscillation train to study the pulse morphologies. The mean rms amplitudes of the oscillations are 5%, although the eclipsing source MXB 1659-298 routinely produces 10% oscillations in weak bursts. We also produce combined profiles from all of the oscillations from each source. Using these pulse profiles, we place upper limits on the fractional amplitudes of harmonic and half-frequency signals of 0.3% and 0.6%, respectively (95% confidence). We then compare the pulse morphologies to theoretical profiles from models with one or two antipodal bright regions on the surface of a rotating neutron star. We find that if one bright region is present on the star, it must either lie near the rotational pole or cover nearly half the neutron star in order to be consistent with the observed lack of harmonic signals. If an antipodal pattern is present, the hot regions must form very near the rotational equator. We discuss how these geometric constraints challenge current models for the production of brightness variations on the surface of a neutron star. (abridged)",Astrophys.J. 581 (2002) 550-561,arXiv,2002,10.1086/344152,astro-ph
6005,The Frequency Stability of Millisecond Oscillations in Thermonuclear X-Ray Bursts,"Michael P. Muno, Deepto Chakrabarty, Duncan K. Galloway, Dimitrios Psaltis","We analyze the frequency evolution of millisecond oscillations observed during type I X-ray bursts with the Rossi X-ray Timing Explorer in order to establish the stability of the mechanism underlying the oscillations. Our sample contains 68 pulse trains detected in a search of 159 bursts from 8 accreting neutron stars. As a first step, we confirm that the oscillations usually drift upward in frequency by about 1% toward an apparent saturation frequency. Previously noted anomalies, such as drifts toward lower frequencies as the oscillations disappear (``spin-down'' episodes) and instances of two signals present simultaneously at frequencies separated by a few Hz, occur in 5% of oscillations. Having verified the generally accepted description of burst oscillations, we proceed to study the coherence of the oscillations during individual bursts, and the dispersion in the asymptotic frequencies in bursts observed over five years. On short time scales, we find that 30% of the oscillation trains do not appear to evolve smoothly in phase. This suggests either that two signals are present simultaneously with a frequency difference too small to resolve (< 1 Hz), that the frequency evolution is discontinuous, or that discrete phase jumps occur. On time scales of years, the maximum frequencies of the oscillations exhibit fractional dispersions of < 0.004. In the case of 4U 1636-536, this dispersion is uncorrelated with the known orbital phase, which indicates that a mechanism besides orbital Doppler shifts prevents the oscillations from appearing perfectly stable. We interpret these results under the assumption that the oscillations originate from anisotropies in the emission from the surfaces of these rotating neutron stars. (Abridged)","Astrophys.J.580:1048-1059,2002",arXiv,2002,10.1086/343793,astro-ph
6006,Discovery of radio pulsations from the X-ray pulsar J0205+6449 in supernova remnant 3C58 with the Green Bank Telescope,"F. Camilo, I. H. Stairs, D. R. Lorimer, D. C. Backer, S. M. Ransom, B. Klein, R. Wielebinski, M. Kramer, M. A. McLaughlin, Z. Arzoumanian, P. Muller","We report the discovery with the 100 m Green Bank Telescope of 65 ms radio pulsations from the X-ray pulsar J0205+6449 at the center of supernova remnant 3C58, making this possibly the youngest radio pulsar known. From our observations at frequencies of 820 and 1375 MHz, the free electron column density to PSR J0205+6449 is found to be 140.7 +- 0.3 pc/cc. The barycentric pulsar period P and period derivative determined from a phase-coherent timing solution are consistent with the values previously measured from X-ray observations. The averaged radio profile of PSR J0205+6449 consists of one sharp pulse of width ~ 3 ms ~ 0.05 P. The pulsar is an exceedingly weak radio source, with pulse-averaged flux density in the 1400 MHz band of 0.045 mJy and a spectral index of ~ -2.1. Its radio luminosity of ~ 0.5 mJy kpc^2 at 1400 MHz is lower than that of ~ 99% of known pulsars and is the lowest among known young pulsars.",Astrophys.J. 571 (2002) L41,arXiv,2002,10.1086/341178,astro-ph
6007,Is RX J185635-375 a Quark Star?,"J. J. Drake, H. L. Marshall, S. Dreizler, P. E. Freeman, A. Fruscione, M. Juda, V. Kashyap, F. Nicastro, D. O. Pease, B. J. Wargelin, K. Werner","Deep Chandra LETG+HRC-S observations of the isolated neutron star candidate RX J1856.5-3754 have been analysed to search for metallic and resonance cyclotron spectral features and for pulsation behaviour. As found from earlier observations, the X-ray spectrum is well-represented by a ~ 60 eV (7e5 K) blackbody. No unequivocal evidence of spectral line or edge features has been found, arguing against metal-dominated models. The data contain no evidence for pulsation and we place a 99% confidence upper limit of 2.7% on the unaccelerated pulse fraction over a wide frequency range from 1e-4 to 100 Hz. We argue that the derived interstellar medium neutral hydrogen column density of 8e19 <= N_H <= 1.1e20 per sq. cm favours the larger distance from two recent HST parallax analyses, placing RX J1856.5-3754 at ~ 140 pc instead of ~ 60 pc, and in the outskirts of the R CrA dark molecular cloud. That such a comparatively rare region of high ISM density is precisely where an isolated neutron star re-heated by accretion of interstellar matter would be expected is either entirely coincidental, or current theoretical arguments excluding this scenario for RX J1856.5-3754 are premature. Taken at face value, the combined observational evidence -- a lack of spectral and temporal features and an implied radius at infinity of 3.8-8.2 km that is too small for current neutron star models -- points to a more compact object, such as allowed for quark matter equations of state.",Astrophys.J. 572 (2002) 996-1001,arXiv,2002,10.1086/340368,astro-ph
6008,The Crystallography of Color Superconductivity,"Jeffrey A. Bowers, Krishna Rajagopal","We develop the Ginzburg-Landau approach to comparing different possible crystal structures for the crystalline color superconducting phase of QCD, the QCD incarnation of the Larkin-Ovchinnikov-Fulde-Ferrell phase. In this phase, quarks of different flavor with differing Fermi momenta form Cooper pairs with nonzero total momentum, yielding a condensate that varies in space like a sum of plane waves. We work at zero temperature, as is relevant for compact star physics. The Ginzburg-Landau approach predicts a strong first-order phase transition (as a function of the chemical potential difference between quarks) and for this reason is not under quantitative control. Nevertheless, by organizing the comparison between different possible arrangements of plane waves (i.e. different crystal structures) it provides considerable qualitative insight into what makes a crystal structure favorable. Together, the qualitative insights and the quantitative, but not controlled, calculations make a compelling case that the favored pairing pattern yields a condensate which is a sum of eight plane waves forming a face-centered cubic structure. They also predict that the phase is quite robust, with gaps comparable in magnitude to the BCS gap that would form if the Fermi momenta were degenerate. These predictions may be tested in ultracold gases made of fermionic atoms. In a QCD context, our results lay the foundation for a calculation of vortex pinning in a crystalline color superconductor, and thus for the analysis of pulsar glitches that may originate within the core of a compact star.",Phys.Rev. D66 (2002) 065002,arXiv,2002,10.1103/PhysRevD.66.065002,hep-ph
6009,Marginal perturbations of N=4 Yang-Mills as deformations of AdS$_5\times S^5$,"Ansar Fayyazuddin, Subir Mukhopadhyay",We study constant dilaton supersymmetric solutions of type IIB Supergravity with 5-form and 3-form flux with isometry group U(1) $\times$$Z_3$. Some of these solutions correspond to marginal perturbations of N=4 Yang-Mills. We find one line of solutions in particular of AdS$_5$ fibred over an $S^5$. This line is described by a single complex parameter. AdS$_5\times$S$^5$ is obtained when this partameter is tuned to zero.,N/A,arXiv,2002,N/A,hep-th
6010,Quantum search by measurement,"Andrew M. Childs, Enrico Deotto, Edward Farhi, Jeffrey Goldstone, Sam Gutmann, Andrew J. Landahl","We propose a quantum algorithm for solving combinatorial search problems that uses only a sequence of measurements. The algorithm is similar in spirit to quantum computation by adiabatic evolution, in that the goal is to remain in the ground state of a time-varying Hamiltonian. Indeed, we show that the running times of the two algorithms are closely related. We also show how to achieve the quadratic speedup for Grover's unstructured search problem with only two measurements. Finally, we discuss some similarities and differences between the adiabatic and measurement algorithms.","Phys. Rev. A 66, 032314 (2002)",arXiv,2002,10.1103/PhysRevA.66.032314,quant-ph
6011,Entangled Quantum Fields near the Event Horizon and Entropy,"A. Iorio, G. Lambiase, G. Vitiello","By fully exploiting the existence of the unitarily inequivalent representations of quantum fields, we exhibit the entanglement between inner and outer particles, with respect to the event horizon of a black hole. We compute the entanglement entropy and we find that the nonunitarity of the mapping, between the vacua in the flat and the curved frames, makes the entanglement very robust.",Ann. Phys. 309 (2004) 151-165,arXiv,2002,10.1016/j.aop.2003.08.006,hep-th
6012,Gauge and Lorentz invariant one-pion exchange currents in electron scattering from a relativistic Fermi gas,"J. E. Amaro, M. B. Barbaro, J. A. Caballero, T. W. Donnelly, A. Molinari","A consistent analysis of relativistic pionic correlations and meson-exchange currents for electroweak quasielastic electron scattering from nuclei is carried out. Fully-relativistic one-pion-exchange electromagnetic operators are developed for use in one-particle emission electronuclear reactions within the context of the relativistic Fermi gas model. Then the exchange and pionic correlation currents are set up fully respecting the gauge invariance of the theory. Emphasis is placed on the self-energy current which, being infinite, needs to be renormalized. This is achieved starting in the Hartree-Fock framework and then expanding the Hartree-Fock current to first order in the square of the pion coupling constant to obtain a truly, gauge invariant, one-pion-exchange current. The model is applied to the calculation of the parity-conserving (PC) and parity-violating (PV) inclusive responses of nuclei. Interestingly, in the pionic correlations terms exist which arise uniquely from relativity, although their impact on the responses is found to be modest.","Phys.Rept.368:317-407,2002",arXiv,2002,10.1016/S0370-1573(02)00195-3,nucl-th
6013,Absence of two-flavor color-superconductivity in compact stars,"Mark Alford, Krishna Rajagopal","The simplest pattern of color superconductivity involves BCS pairing between up and down quarks. We argue that this ``2SC'' phase will not arise within a compact star. A macroscopic volume of quark matter must be electrically neutral and must be a color singlet. Satisfying these requirements imposes a significant free energy cost on the 2SC phase, but not on color-flavor locked (CFL) quark matter, in which up, down and strange quarks all pair. As a function of increasing density, therefore, one may see a single phase transition from hadronic matter directly to CFL quark matter. Alternatively, there may be an intervening phase in which the different flavors self-pair, or pair with each other in a non-BCS pattern, such as in a crystalline color superconductor.",JHEP 0206 (2002) 031,arXiv,2002,10.1088/1126-6708/2002/06/031,hep-ph
6014,The shape of the relativistic iron K-alpha line from MCG6--6-30-15 measured with the Chandra HETGS and RXTE,"J. C. Lee, K. Iwasawa, J. C. Houck, A. C. Fabian, H. L. Marshall, C. R. Canizares","We confirm the detection of the relativistically broadened iron K-alpha emission at 6.4 keV with simultaneous Chandra HETGS and RXTE PCA observations. Heavily binned HETGS data show a disk line profile with parameters very similar to those previously seen by ASCA. We observe a resolved narrow component with a velocity width ~4700 km/s (FWHM ~ 11,000 km/s), that is most prominent, and narrower (FWHM ~ 3600 km/s) when the continuum flux is high. It plausibly is just the blue wing of the broad line. We obtain a stringent limit on the equivalent width of an intrinsically narrow line in the source of 16 eV, indicating little or no contribution due to fluoresence from distant material such as the molecular torus. Variability studies of the narrow component show a constant iron line flux and variable width indicating the line may be originating from different kinematic regions of the disk.",N/A,arXiv,2002,10.1086/340992,astro-ph
6015,Effect of recent R_p and R_n measurements on extended Gari-Krumpelmann model fits to nucleon electromagnetic form factors,Earle L. Lomon,"The Gari-Krumpelmann (GK) models of nucleon electromagnetic form factors, in which the rho, omega, and phi vector meson pole contributions evolve at high momentum transfer to conform to the predictions of perturbative QCD (pQCD), was recently extended to include the width of the rho meson by substituting the result of dispersion relations for the pole and the addition of rho' (1450) isovector vector meson pole. This extended model was shown to produce a good overall fit to all the available nucleon electromagnetic form factor (emff) data. Since then new polarization data shows that the electric to magnetic ratios R_p and R_n obtained are not consistent with the older G_{Ep} and G_{En} data in their range of momentum transfer. The model is further extended to include the omega' (1419) isoscalar vector meson pole. It is found that while this GKex cannot simultaneously fit the new R_p and the old G_{En} data, it can fit the new R_p and R_n well simultaneously. An excellent fit to all the remaining data is obtained when the inconsistent G_{Ep} and G_{En} is omitted. The model predictions are shown up to momentum transfer squared, Q^2, of 8 GeV^2/c^2.","Phys.Rev.C66:045501,2002",arXiv,2002,10.1103/PhysRevC.66.045501,nucl-th
6016,Constraints on possible phase transitions above the nuclear saturation density,"I. N. Mishustin, L. M. Satarov, H. Stoecker, W. Greiner","We compare different models for hadronic and quark phases of cold baryon-rich matter in an attempt to find a deconfinement phase transition between them. For the hadronic phase we consider Walecka-type mean-field models which describe well the nuclear saturation properties. We also use the variational chain model which takes into account correlation effects. For the quark phase we consider the MIT bag model, the Nambu-Jona-Lasinio and the massive quasiparticle models. By comparing pressure as a function of baryon chemical potential we find that crossings of hadronic and quark branches are possible only in some exceptional cases while for most realistic parameter sets these branches do not cross at all. Moreover, the chiral phase transition, often discussed within the framework of QCD motivated models, lies in the region where the quark phases are unstable with respect to the hadronic phase. We discuss possible physical consequences of these findings.",Phys.Rev. C66 (2002) 015202,arXiv,2002,10.1103/PhysRevC.66.015202,hep-ph
6017,Zeeman Spectroscopy of the Star Algebra,"Bo Feng, Yang-Hui He, Nicolas Moeller","We solve the problem of finding all eigenvalues and eigenvectors of the Neumann matrix of the matter sector of open bosonic string field theory, including the zero modes, and switching on a background B-field. We give the discrete eigenvalues as roots of transcendental equations, and we give analytical expressions for all the eigenvectors.","JHEP 0205:041,2002",arXiv,2002,10.1088/1126-6708/2002/05/041,hep-th
6018,Depilating Global Charge From Thermal Black Holes,"John March-Russell, Frank Wilczek","At a formal level, there appears to be no difficulty involved in introducing a chemical potential for a globally conserved quantum number into the partition function for space-time including a black hole. Were this possible, however, it would provide a form of black hole hair, and contradict the idea that global quantum numbers are violated in black hole evaporation. We demonstrate dynamical mechanisms that negate the formal procedure, both for topological charge (Skyrmions) and complex scalar-field charge. Skyrmions collapse to the horizon; scalar-field charge fluctuates uncontrollably.",N/A,arXiv,2002,N/A,hep-th
6019,XMM-Newton Reflection Grating Spectrometer Observations of Discrete Soft-X-ray Emission Features from NGC 1068,"A. Kinkhabwala, M. Sako, E. Behar, S. M. Kahn, F. Paerels, A. C. Brinkman, J. S. Kaastra, M. F. Gu, D. A. Liedahl","We present the first high-resolution, soft-X-ray spectrum of the prototypical Seyfert 2 galaxy, NGC 1068. This spectrum was obtained with the XMM-Newton Reflection Grating Spectrometer. Emission lines from H-like and He-like low-Z ions (from C to Si) and Fe-L-shell ions dominate the spectrum. Strong, narrow radiative recombination continua (RRC) for several ions are also present, implying that most of the observed soft-X-ray emission arises in low-temperature (few eV) plasma. This plasma is photoionized by the inferred nuclear continuum (obscured along our line of sight), as in the unified model of active galactic nuclei (AGN). We find excess emission (compared with pure recombination) in all resonance lines (np to 1s) up to the photoelectric edge, demonstrating the importance of photoexcitation as well. We introduce a simple model of a cone of plasma irradiated by the nuclear continuum; the line emission we observe along our line of sight perpendicular to the cone is produced through recombination/radiative cascade following photoionization and radiative decay following photoexcitation. A remarkably good fit is obtained to the H-like/He-like ionic line series, with inferred radial ionic column densities consistent with recent observations of warm absorbers in Seyfert 1 galaxies. Previous Chandra imaging revealed a large (extending out to 500 pc) ionization cone containing most of the X-ray flux, implying that the warm absorber in NGC 1068 is a large-scale outflow. To explain the ionic column densities, a broad, flat distribution in the logarithm of the ionization parameter ($\xi=L_X/n_e r^2$) is necessary, spanning $\log\xi=0$--3. This suggests either radially-stratified ionization zones or the existence of a broad density distribution (spanning a few orders of magnitude) at each radius.",Astrophys.J. 575 (2002) 732,arXiv,2002,10.1086/341482,astro-ph
6020,Non-perturbative formulation of the static color octet potential,O. Philipsen,"By dressing Polyakov lines with appropriate functionals of the gauge fields, we construct observables describing a fundamental representation static quark-antiquark pair in the singlet, adjoint and average channels of SU(N) pure gauge theory. Each of the potentials represents a gauge invariant eigenvalue of the Hamiltonian. Numerical simulations are performed for SU(2) in 2+1 dimensions. The adjoint channel is found to be repulsive at small and confining at large separations, suggesting the existence of a metastable (N^2-1)-plet bound state. For small distances and temperatures above the deconfinement transition, the leading order perturbative prediction for the ratio of singlet and adjoint potentials is reproduced by the lattice data.",Phys.Lett. B535 (2002) 138-144,arXiv,2002,10.1016/S0370-2693(02)01777-X,hep-lat
6021,"RG flows from Spin(7), CY 4-fold and HK manifolds to AdS, Penrose limits and pp waves","Umut Gursoy, Carlos Nunez, Martin Schvellinger","We obtain explicit realizations of holographic renormalization group (RG) flows from M-theory, from E^{2,1} \times Spin(7) at UV to AdS_4 \times \tilde{S^7} (squashed S^7) at IR, from E^{2,1} \times CY4 at UV to AdS_4 \times Q^{1,1,1} at IR, and from E^{2,1} \times HK (hyperKahler) at UV to AdS_4 \times N^{0,1,0} at IR. The dual type IIA string theory configurations correspond to D2-D6 brane systems where D6 branes wrap supersymmetric four-cycles. We also study the Penrose limits and obtain the pp-wave backgrounds for the above configurations. Besides, we study some examples of non-supersymmetric and supersymmetric flows in five-dimensional gauge theories.",JHEP 0206 (2002) 015,arXiv,2002,10.1088/1126-6708/2002/06/015,hep-th
6022,Maximally-localized Wannier Functions in Antiferromagnetic MnO within the FLAPW Formalism,"Michel Posternak, Alfonso Baldereschi, Sandro Massidda, Nicola Marzari","We have calculated the maximally-localized Wannier functions of MnO in its antiferromagnetic (AFM) rhombohedral unit cell, which contains two formula units. Electron Bloch functions are obtained with the linearized augmented plane-wave method within both the LSD and the LSD+U schemes. The thirteen uppermost occupied spin-up bands correspond in a pure ionic scheme to the five Mn 3d orbitals at the Mn_1 (spin-up) site, and the four O 2s/2p orbitals at each of the O_1 and O_2 sites. Maximal localization identifies uniquely four Wannier functions for each O, which are trigonally-distorted sp^3-like orbitals. They display a weak covalent bonding between O 2s/2p states and minority-spin d states of Mn_2, which is absent in a fully ionic picture. This bonding is the fingerprint of the interaction responsible for the AFM ordering, and its strength depends on the one-electron scheme being used. The five Mn Wannier functions are centered on the Mn_1 site, and are atomic orbitals modified by the crystal field. They are not uniquely defined by the criterion of maximal localization and we choose them as the linear combinations which diagonalize the r^2 operator, so that they display the D_3d symmetry of the Mn_1 site.",N/A,arXiv,2002,10.1103/PhysRevB.65.184422,cond-mat.mtrl-sci
6023,The X-Ray Position and Infrared Counterpart of the Eclipsing X-Ray Pulsar OAO 1657-415,"Deepto Chakrabarty, Zhongxiang Wang, Adrienne M. Juett, Julia C. Lee, Paul Roche","We have measured the precise position of the 38-s eclipsing X-ray pulsar OAO 1657-415 with the Chandra X-Ray Observatory: RA = 17h00m48.90s, Dec = -41d39m21.6s, equninox J2000, error radius = 0.5 arcsec. Based on the previously measured pulsar mass function and X-ray eclipse duration, this 10.4-d high-mass X-ray binary is believed to contain a B supergiant companion. Deep optical imaging of the field did not detect any stars at the Chandra source position, setting a limit of V>23. However, near-IR imaging revealed a relatively bright star (J=14.1, H=11.9, K_s=10.7) coincident with the Chandra position, and we identify this star as the IR counterpart of OAO 1657-415. The IR colors and magnitudes and the optical non-detections for this star are all consistent with a highly reddened B supergiant (A_V= 20.4 +/- 1.3) at a distance of 6.4 +/- 1.5 kpc. This implies an X-ray luminosity of 3e36 erg/s (2-10 keV). IR spectroscopy can verify the spectral type of the companion and measure its radial velocity curve, yielding a neutron star mass measurement.",N/A,arXiv,2002,10.1086/340746,astro-ph
